"","Date_time","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3"
"382",2007-02-01 06:21:00,0.49,0.114,243.51,2,0,2,0
"383",2007-02-01 06:22:00,1.102,0.106,242.82,5,0,1,8
"384",2007-02-01 06:23:00,1.59,0.098,241.82,6.6,0,2,18
"385",2007-02-01 06:24:00,1.59,0.102,242.86,6.4,0,1,19
"386",2007-02-01 06:25:00,1.586,0.102,243.14,6.4,0,1,18
"387",2007-02-01 06:26:00,1.588,0.104,243.56,6.4,0,2,18
"388",2007-02-01 06:27:00,1.584,0.104,243.35,6.4,0,1,18
"389",2007-02-01 06:28:00,1.58,0.102,243.22,6.4,0,1,19
"390",2007-02-01 06:29:00,1.58,0.104,243.31,6.4,0,2,18
"391",2007-02-01 06:30:00,1.578,0.104,243.25,6.4,0,1,18
"392",2007-02-01 06:31:00,1.578,0.104,243.47,6.4,0,1,18
"393",2007-02-01 06:32:00,1.578,0.104,243.51,6.4,0,2,18
"394",2007-02-01 06:33:00,1.57,0.102,242.99,6.4,0,1,18
"395",2007-02-01 06:34:00,1.574,0.104,243.47,6.4,0,1,18
"396",2007-02-01 06:35:00,1.606,0.128,243.18,6.6,0,2,19
"397",2007-02-01 06:36:00,2.246,0.228,241.12,9.4,0,1,17
"398",2007-02-01 06:37:00,2.658,0.224,240.56,11,0,1,18
"399",2007-02-01 06:38:00,4.962,0.204,238.69,22.4,0,1,18
"400",2007-02-01 06:39:00,6.536,0.188,236.9,27.6,0,2,17
"401",2007-02-01 06:40:00,5.292,0.202,238.44,22.2,0,1,17
"402",2007-02-01 06:41:00,5.81,0.208,237.64,24.4,0,1,18
"403",2007-02-01 06:42:00,5.606,0.262,237.63,23.8,0,1,17
"404",2007-02-01 06:43:00,4.678,0.31,238.98,19.8,0,1,17
"405",2007-02-01 06:44:00,3.9,0.38,239.75,16.4,0,2,18
"406",2007-02-01 06:45:00,3.368,0.322,240.29,14,0,0,18
"407",2007-02-01 06:46:00,3.18,0.27,240.73,13.2,0,0,18
"408",2007-02-01 06:47:00,3.178,0.266,240.65,13.2,0,0,17
"409",2007-02-01 06:48:00,3.192,0.268,240.94,13.2,0,0,18
"410",2007-02-01 06:49:00,3.252,0.268,240.98,13.4,0,0,18
"411",2007-02-01 06:50:00,3.124,0.16,240.73,13,0,0,18
"412",2007-02-01 06:51:00,2.792,0.122,240.63,11.6,0,0,17
"413",2007-02-01 06:52:00,2.808,0.124,240.93,11.6,0,0,18
"414",2007-02-01 06:53:00,2.818,0.126,241.43,11.6,0,0,18
"415",2007-02-01 06:54:00,2.812,0.126,241.53,11.6,0,0,18
"416",2007-02-01 06:55:00,2.97,0.122,241.06,12.2,0,0,18
"417",2007-02-01 06:56:00,3.004,0.118,240.63,12.4,0,0,18
"418",2007-02-01 06:57:00,2.974,0.118,240.31,12.4,0,0,17
"419",2007-02-01 06:58:00,2.924,0,241.08,12,0,0,18
"420",2007-02-01 06:59:00,2.912,0,241.48,12,0,0,18
"421",2007-02-01 07:00:00,2.708,0,241.55,11.2,0,0,18
"422",2007-02-01 07:01:00,3.18,0,240.46,13.2,0,0,18
"423",2007-02-01 07:02:00,3.026,0,240.23,12.6,0,0,17
"424",2007-02-01 07:03:00,2.992,0,240,12.4,0,0,18
"425",2007-02-01 07:04:00,2.938,0,239.54,12.2,0,0,17
"426",2007-02-01 07:05:00,2.93,0,239.8,12.2,0,0,18
"427",2007-02-01 07:06:00,2.934,0,240.06,12.2,0,0,18
"428",2007-02-01 07:07:00,2.894,0,239.77,12,0,0,17
"429",2007-02-01 07:08:00,2.842,0,238.82,11.8,0,0,18
"430",2007-02-01 07:09:00,2.874,0,240.23,11.8,0,0,18
"431",2007-02-01 07:10:00,2.36,0,242.68,9.8,0,0,18
"432",2007-02-01 07:11:00,2.106,0,243.29,8.6,0,0,18
"433",2007-02-01 07:12:00,2.126,0,242.09,8.8,0,0,18
"434",2007-02-01 07:13:00,2.108,0,241.56,8.6,0,0,18
"435",2007-02-01 07:14:00,2.108,0,241.18,8.6,0,0,17
"436",2007-02-01 07:15:00,2.108,0,240.6,8.8,0,0,18
"437",2007-02-01 07:16:00,2.12,0,240.61,8.8,0,0,18
"438",2007-02-01 07:17:00,2.116,0,240.22,8.8,0,0,18
"439",2007-02-01 07:18:00,2.06,0,239.65,8.6,0,0,17
"440",2007-02-01 07:19:00,2.586,0,239.34,10.8,0,0,18
"441",2007-02-01 07:20:00,2.448,0.094,239.06,10.2,0,0,17
"442",2007-02-01 07:21:00,2.088,0.102,240.27,8.6,0,0,18
"443",2007-02-01 07:22:00,2.15,0.092,239.63,9,0,0,18
"444",2007-02-01 07:23:00,2.206,0.09,239.79,9.2,0,0,17
"445",2007-02-01 07:24:00,2.292,0.18,239.56,9.6,0,0,18
"446",2007-02-01 07:25:00,2.32,0.22,239.29,9.6,0,0,17
"447",2007-02-01 07:26:00,2.494,0.212,238.52,10.4,0,0,18
"448",2007-02-01 07:27:00,2.67,0.214,239.1,11.2,0,0,17
"449",2007-02-01 07:28:00,3.066,0.212,239.75,12.8,0,0,18
"450",2007-02-01 07:29:00,2.76,0.214,240.02,11.4,0,0,18
"451",2007-02-01 07:30:00,3.07,0.222,239.36,12.8,0,0,17
"452",2007-02-01 07:31:00,3.004,0.162,238.98,12.6,0,0,18
"453",2007-02-01 07:32:00,3.492,0.114,237.96,14.6,0,0,17
"454",2007-02-01 07:33:00,3.628,0.114,237.51,15.2,0,0,17
"455",2007-02-01 07:34:00,3.73,0.114,237.61,15.6,0,0,18
"456",2007-02-01 07:35:00,4.332,0.228,236.96,18.4,0,0,17
"457",2007-02-01 07:36:00,3.904,0.108,236.51,16.4,0,0,17
"458",2007-02-01 07:37:00,3.766,0.11,237.17,15.8,0,0,17
"459",2007-02-01 07:38:00,5.268,0.102,236.55,23.4,0,0,17
"460",2007-02-01 07:39:00,7.482,0,233.62,32,0,0,17
"461",2007-02-01 07:40:00,5.024,0,236.41,21.6,0,0,17
"462",2007-02-01 07:41:00,3.592,0,237.72,15,0,0,18
"463",2007-02-01 07:42:00,4.684,0,236.48,19.8,0,0,17
"464",2007-02-01 07:43:00,4.764,0,236.33,20,0,0,17
"465",2007-02-01 07:44:00,3.552,0,237.91,14.8,0,0,17
"466",2007-02-01 07:45:00,3.466,0,236.38,14.6,0,0,17
"467",2007-02-01 07:46:00,3.286,0,237.14,13.8,0,0,18
"468",2007-02-01 07:47:00,3.2,0,236.82,13.4,0,0,17
"469",2007-02-01 07:48:00,3.196,0,236.65,13.4,0,0,17
"470",2007-02-01 07:49:00,3.332,0,236.21,14,0,0,17
"471",2007-02-01 07:50:00,3.406,0.166,236.64,14.4,0,0,17
"472",2007-02-01 07:51:00,3.184,0.154,236.56,13.4,0,0,17
"473",2007-02-01 07:52:00,2.96,0.146,236.3,12.4,0,0,18
"474",2007-02-01 07:53:00,2.874,0.086,236.54,12,0,0,17
"475",2007-02-01 07:54:00,2.58,0,236.75,10.8,0,0,17
"476",2007-02-01 07:55:00,2.566,0,236.46,10.8,0,0,17
"477",2007-02-01 07:56:00,2.546,0,235.46,10.8,0,0,17
"478",2007-02-01 07:57:00,2.634,0.046,236.31,11,0,0,17
"479",2007-02-01 07:58:00,2.678,0.102,236.8,11.2,0,0,17
"480",2007-02-01 07:59:00,2.686,0.1,236.51,11.2,0,0,18
"481",2007-02-01 08:00:00,2.832,0.22,235.97,12,0,0,17
"482",2007-02-01 08:01:00,2.744,0.194,235.22,11.6,0,0,17
"483",2007-02-01 08:02:00,2.728,0.196,235.77,11.6,0,0,17
"484",2007-02-01 08:03:00,2.708,0.192,234.86,11.4,0,0,17
"485",2007-02-01 08:04:00,2.694,0.19,234.29,11.4,0,0,16
"486",2007-02-01 08:05:00,2.788,0.186,233.78,11.8,0,0,17
"487",2007-02-01 08:06:00,2.812,0.188,234.29,12,0,0,17
"488",2007-02-01 08:07:00,2.82,0.2,234.31,12,0,0,17
"489",2007-02-01 08:08:00,2.886,0.214,233.84,12.4,0,0,17
"490",2007-02-01 08:09:00,4.116,0.194,233.05,17.6,2,0,16
"491",2007-02-01 08:10:00,2.878,0.2,234.55,12.2,1,0,17
"492",2007-02-01 08:11:00,2.86,0.196,233.91,12.2,1,0,17
"493",2007-02-01 08:12:00,2.766,0.198,234.08,11.8,1,0,17
"494",2007-02-01 08:13:00,2.66,0.17,234.31,11.4,2,0,17
"495",2007-02-01 08:14:00,2.516,0,235.01,10.6,1,0,17
"496",2007-02-01 08:15:00,2.698,0.174,235.51,11.4,1,0,17
"497",2007-02-01 08:16:00,2.99,0.186,237.83,12.6,1,0,17
"498",2007-02-01 08:17:00,2.632,0.08,238.63,11,1,0,17
"499",2007-02-01 08:18:00,2.664,0,238.59,11,2,0,18
"500",2007-02-01 08:19:00,2.712,0,238.06,11.4,1,0,17
"501",2007-02-01 08:20:00,2.702,0,238.42,11.2,1,0,18
"502",2007-02-01 08:21:00,2.906,0,238.67,12.2,1,0,17
"503",2007-02-01 08:22:00,3.246,0,238.01,13.8,2,0,18
"504",2007-02-01 08:23:00,2.774,0,237.86,11.6,1,0,17
"505",2007-02-01 08:24:00,2.768,0,237.86,11.6,1,0,17
"506",2007-02-01 08:25:00,2.774,0,238.23,11.6,1,0,18
"507",2007-02-01 08:26:00,2.75,0,237.47,11.6,1,0,17
"508",2007-02-01 08:27:00,2.744,0,238.13,11.4,1,0,17
"509",2007-02-01 08:28:00,2.764,0,237.45,11.6,1,0,18
"510",2007-02-01 08:29:00,4.348,0,236.19,18.8,27,0,17
"511",2007-02-01 08:30:00,4.982,0,236.12,21,38,0,17
"512",2007-02-01 08:31:00,4.966,0,235.88,21,37,0,17
"513",2007-02-01 08:32:00,5.02,0,235.42,21.2,37,0,17
"514",2007-02-01 08:33:00,4.978,0,235.49,21,38,0,17
"515",2007-02-01 08:34:00,4.866,0,234.55,20.6,37,0,17
"516",2007-02-01 08:35:00,4.84,0,235.38,20.4,37,0,17
"517",2007-02-01 08:36:00,4.888,0,236.07,20.6,37,0,17
"518",2007-02-01 08:37:00,5.176,0,234.84,22,37,0,17
"519",2007-02-01 08:38:00,4.506,0,234.93,19,37,0,17
"520",2007-02-01 08:39:00,4.608,0.048,235,19.6,37,0,17
"521",2007-02-01 08:40:00,4.718,0.088,234.17,20,37,0,16
"522",2007-02-01 08:41:00,4.7,0.086,233.91,20,37,0,17
"523",2007-02-01 08:42:00,4.672,0.09,235.15,19.8,37,0,17
"524",2007-02-01 08:43:00,2.62,0.11,237.55,11,2,0,17
"525",2007-02-01 08:44:00,2.588,0.182,237.12,11,1,0,18
"526",2007-02-01 08:45:00,2.758,0.42,236.48,11.8,1,1,17
"527",2007-02-01 08:46:00,2.904,0.408,237.01,12.2,2,1,17
"528",2007-02-01 08:47:00,2.906,0.4,236.94,12.2,1,1,17
"529",2007-02-01 08:48:00,2.98,0.482,236.67,12.6,1,2,18
"530",2007-02-01 08:49:00,2.984,0.5,237,12.6,1,1,17
"531",2007-02-01 08:50:00,2.968,0.494,236.34,12.6,1,1,17
"532",2007-02-01 08:51:00,2.956,0.488,235.65,12.6,2,2,17
"533",2007-02-01 08:52:00,2.96,0.49,235.71,12.6,1,1,17
"534",2007-02-01 08:53:00,2.962,0.492,235.82,12.6,1,2,17
"535",2007-02-01 08:54:00,2.898,0.464,235.85,12.4,1,1,17
"536",2007-02-01 08:55:00,3.248,0.19,235.92,14,1,1,17
"537",2007-02-01 08:56:00,2.746,0.194,236.25,11.6,2,2,17
"538",2007-02-01 08:57:00,2.744,0.192,236.13,11.6,1,1,17
"539",2007-02-01 08:58:00,2.754,0.196,236.76,11.6,1,1,18
"540",2007-02-01 08:59:00,2.664,0.176,236.91,11.2,1,2,17
"541",2007-02-01 09:00:00,3.26,0.136,236.02,14,1,1,17
"542",2007-02-01 09:01:00,2.402,0.104,237.23,10,2,1,17
"543",2007-02-01 09:02:00,2.406,0.106,237.48,10,1,2,17
"544",2007-02-01 09:03:00,2.41,0.108,237.82,10,1,1,18
"545",2007-02-01 09:04:00,2.164,0.106,237.98,9.2,1,1,17
"546",2007-02-01 09:05:00,1.906,0.104,238.35,8,1,1,18
"547",2007-02-01 09:06:00,1.898,0.102,237.72,8,2,2,17
"548",2007-02-01 09:07:00,1.904,0.104,237.89,8,1,1,17
"549",2007-02-01 09:08:00,1.908,0.104,238.19,8,1,1,18
"550",2007-02-01 09:09:00,1.902,0.104,237.85,8,1,1,17
"551",2007-02-01 09:10:00,1.904,0.104,237.88,8,1,1,17
"552",2007-02-01 09:11:00,1.896,0.102,237.5,8,2,2,18
"553",2007-02-01 09:12:00,1.9,0.102,237.7,8,1,1,17
"554",2007-02-01 09:13:00,1.85,0,237.38,7.8,1,0,17
"555",2007-02-01 09:14:00,1.84,0,238.28,7.6,1,0,18
"556",2007-02-01 09:15:00,1.83,0,237.77,7.6,1,0,17
"557",2007-02-01 09:16:00,1.83,0,237.68,7.6,2,0,17
"558",2007-02-01 09:17:00,1.81,0,237.45,7.6,1,0,18
"559",2007-02-01 09:18:00,1.658,0,237.34,7,1,0,17
"560",2007-02-01 09:19:00,1.654,0,237.28,6.8,1,0,17
"561",2007-02-01 09:20:00,1.722,0.056,236.79,7.2,2,0,17
"562",2007-02-01 09:21:00,1.76,0.114,237.17,7.4,1,0,18
"563",2007-02-01 09:22:00,1.768,0.116,237.31,7.4,1,0,17
"564",2007-02-01 09:23:00,1.766,0.116,237.3,7.4,1,0,17
"565",2007-02-01 09:24:00,1.842,0.118,237.74,7.8,1,0,17
"566",2007-02-01 09:25:00,1.678,0.128,237.89,7,2,0,18
"567",2007-02-01 09:26:00,1.444,0.12,237.6,6,1,0,17
"568",2007-02-01 09:27:00,1.444,0.122,237.92,6,1,0,17
"569",2007-02-01 09:28:00,1.448,0.124,238.27,6,1,0,18
"570",2007-02-01 09:29:00,1.444,0.122,238.1,6,2,0,17
"571",2007-02-01 09:30:00,1.448,0.124,238.54,6,1,0,18
"572",2007-02-01 09:31:00,1.444,0.126,238.71,6,1,0,17
"573",2007-02-01 09:32:00,1.434,0.122,238.06,6,1,0,18
"574",2007-02-01 09:33:00,1.518,0.216,237.85,6.4,1,0,17
"575",2007-02-01 09:34:00,1.49,0.256,237.55,6.2,1,0,17
"576",2007-02-01 09:35:00,1.474,0.248,237.38,6.2,1,0,17
"577",2007-02-01 09:36:00,1.458,0.246,237.49,6.2,1,0,18
"578",2007-02-01 09:37:00,1.518,0.234,237.46,6.4,1,0,17
"579",2007-02-01 09:38:00,1.444,0.116,238.82,6,1,0,18
"580",2007-02-01 09:39:00,1.43,0.098,238.51,6,2,0,17
"581",2007-02-01 09:40:00,1.418,0.094,238.16,5.8,1,0,17
"582",2007-02-01 09:41:00,1.42,0.094,238.16,5.8,1,0,18
"583",2007-02-01 09:42:00,1.416,0.094,238.1,5.8,1,0,17
"584",2007-02-01 09:43:00,1.406,0.092,237.5,5.8,1,0,17
"585",2007-02-01 09:44:00,1.384,0.104,237.39,5.8,1,0,18
"586",2007-02-01 09:45:00,1.348,0.076,238.03,5.6,1,0,17
"587",2007-02-01 09:46:00,1.3,0,238.16,5.4,1,0,17
"588",2007-02-01 09:47:00,1.332,0,238.27,5.6,1,0,18
"589",2007-02-01 09:48:00,2.402,0,236.87,11,17,0,17
"590",2007-02-01 09:49:00,3.496,0,235.98,14.8,37,0,17
"591",2007-02-01 09:50:00,3.492,0,235.93,14.8,37,0,17
"592",2007-02-01 09:51:00,3.502,0,236.29,14.8,38,0,17
"593",2007-02-01 09:52:00,3.494,0,235.84,14.8,37,0,17
"594",2007-02-01 09:53:00,3.486,0,235.61,14.8,37,0,17
"595",2007-02-01 09:54:00,3.492,0,236,14.8,37,0,18
"596",2007-02-01 09:55:00,3.504,0,236.53,14.8,37,0,17
"597",2007-02-01 09:56:00,3.518,0,237.18,14.8,38,0,17
"598",2007-02-01 09:57:00,3.52,0,236.98,14.8,38,0,17
"599",2007-02-01 09:58:00,3.51,0,236.81,14.8,37,0,17
"600",2007-02-01 09:59:00,3.502,0,236.86,14.6,37,0,18
"601",2007-02-01 10:00:00,3.52,0,237.37,14.8,38,0,17
"602",2007-02-01 10:01:00,3.508,0,237.14,14.8,37,0,17
"603",2007-02-01 10:02:00,3.5,0,236.93,14.6,37,0,17
"604",2007-02-01 10:03:00,2.368,0.114,237.16,11,19,0,17
"605",2007-02-01 10:04:00,1.376,0.112,237.75,5.8,0,0,18
"606",2007-02-01 10:05:00,1.38,0.116,238.34,5.8,0,0,17
"607",2007-02-01 10:06:00,1.378,0.12,237.81,5.8,0,0,18
"608",2007-02-01 10:07:00,1.394,0.148,237.15,5.8,0,0,17
"609",2007-02-01 10:08:00,1.372,0.116,236.94,5.8,1,0,17
"610",2007-02-01 10:09:00,1.358,0.108,236.76,5.6,0,0,17
"611",2007-02-01 10:10:00,1.356,0.11,236.83,5.6,0,0,17
"612",2007-02-01 10:11:00,1.348,0.106,236.06,5.6,0,0,17
"613",2007-02-01 10:12:00,1.352,0.108,236.58,5.6,0,0,18
"614",2007-02-01 10:13:00,1.348,0.106,236.21,5.6,0,0,17
"615",2007-02-01 10:14:00,1.362,0.112,237.57,5.6,0,0,17
"616",2007-02-01 10:15:00,1.358,0.11,237.39,5.6,0,0,17
"617",2007-02-01 10:16:00,1.362,0.112,237.72,5.6,0,0,18
"618",2007-02-01 10:17:00,1.368,0.116,238.37,5.6,0,0,17
"619",2007-02-01 10:18:00,1.344,0.074,238.78,5.6,0,0,18
"620",2007-02-01 10:19:00,1.282,0,238.9,5.2,0,0,17
"621",2007-02-01 10:20:00,1.322,0,239.14,5.4,0,0,18
"622",2007-02-01 10:21:00,1.36,0.09,239.1,5.6,0,0,17
"623",2007-02-01 10:22:00,1.348,0.086,238.03,5.6,0,0,17
"624",2007-02-01 10:23:00,1.352,0.086,238.23,5.6,0,0,18
"625",2007-02-01 10:24:00,1.356,0.088,238.8,5.6,0,0,17
"626",2007-02-01 10:25:00,1.356,0.088,238.89,5.6,0,0,18
"627",2007-02-01 10:26:00,1.352,0.088,238.55,5.6,0,0,17
"628",2007-02-01 10:27:00,1.356,0.09,239.25,5.6,0,0,18
"629",2007-02-01 10:28:00,1.352,0.088,238.81,5.6,0,0,17
"630",2007-02-01 10:29:00,1.344,0.086,238.3,5.6,0,0,18
"631",2007-02-01 10:30:00,1.344,0.086,238.25,5.6,0,0,17
"632",2007-02-01 10:31:00,1.342,0.086,238.25,5.6,0,0,17
"633",2007-02-01 10:32:00,1.288,0,238.14,5.4,0,0,18
"634",2007-02-01 10:33:00,1.266,0,237.4,5.2,0,0,17
"635",2007-02-01 10:34:00,1.262,0,237.05,5.2,0,0,17
"636",2007-02-01 10:35:00,1.276,0,238.34,5.2,0,0,18
"637",2007-02-01 10:36:00,1.278,0,238.57,5.2,0,0,17
"638",2007-02-01 10:37:00,1.286,0,238.52,5.4,0,0,18
"639",2007-02-01 10:38:00,1.31,0,238.69,5.4,0,0,17
"640",2007-02-01 10:39:00,1.28,0,238.66,5.2,0,0,18
"641",2007-02-01 10:40:00,1.286,0,239.26,5.4,0,0,17
"642",2007-02-01 10:41:00,1.284,0,239.18,5.4,0,0,18
"643",2007-02-01 10:42:00,1.29,0,239.65,5.4,0,0,17
"644",2007-02-01 10:43:00,1.302,0,239.11,5.4,0,0,18
"645",2007-02-01 10:44:00,1.392,0.118,239.06,5.8,0,0,17
"646",2007-02-01 10:45:00,1.4,0.122,239.87,5.8,0,0,18
"647",2007-02-01 10:46:00,1.394,0.122,239.69,5.8,0,0,17
"648",2007-02-01 10:47:00,1.4,0.124,240.31,5.8,0,0,18
"649",2007-02-01 10:48:00,1.402,0.126,240.65,5.8,0,0,18
"650",2007-02-01 10:49:00,1.406,0.128,241.27,5.8,0,0,18
"651",2007-02-01 10:50:00,1.406,0.13,241.42,5.8,0,0,18
"652",2007-02-01 10:51:00,1.4,0.128,240.88,5.8,0,0,17
"653",2007-02-01 10:52:00,1.41,0.128,241.1,5.8,0,0,18
"654",2007-02-01 10:53:00,1.406,0.128,241,5.8,0,0,18
"655",2007-02-01 10:54:00,1.396,0.124,240.19,5.8,0,0,18
"656",2007-02-01 10:55:00,1.386,0.122,239.64,5.8,0,0,17
"657",2007-02-01 10:56:00,1.366,0.114,238.13,5.6,0,0,18
"658",2007-02-01 10:57:00,1.37,0.116,238.56,5.6,0,0,17
"659",2007-02-01 10:58:00,1.372,0.116,238.76,5.6,0,0,18
"660",2007-02-01 10:59:00,1.328,0.05,239.18,5.4,0,0,17
"661",2007-02-01 11:00:00,1.28,0,238.74,5.2,0,0,17
"662",2007-02-01 11:01:00,1.276,0,238.44,5.2,0,0,18
"663",2007-02-01 11:02:00,1.282,0,238.95,5.2,0,0,17
"664",2007-02-01 11:03:00,1.278,0,238.52,5.2,0,0,18
"665",2007-02-01 11:04:00,1.27,0,237.86,5.2,0,0,17
"666",2007-02-01 11:05:00,1.27,0,237.69,5.2,0,0,18
"667",2007-02-01 11:06:00,1.274,0,238.16,5.2,0,0,17
"668",2007-02-01 11:07:00,1.328,0,238.37,5.6,0,0,17
"669",2007-02-01 11:08:00,1.364,0.09,239,5.6,0,0,18
"670",2007-02-01 11:09:00,1.366,0.09,239.1,5.6,0,0,17
"671",2007-02-01 11:10:00,1.362,0.09,238.87,5.6,0,0,18
"672",2007-02-01 11:11:00,1.364,0.09,239.12,5.6,0,0,17
"673",2007-02-01 11:12:00,1.364,0.09,239.23,5.6,0,0,18
"674",2007-02-01 11:13:00,1.36,0.09,238.87,5.6,0,0,17
"675",2007-02-01 11:14:00,1.354,0.088,238.7,5.6,0,0,18
"676",2007-02-01 11:15:00,1.43,0.198,237.86,6,0,0,17
"677",2007-02-01 11:16:00,1.422,0.204,237.83,6,0,2,17
"678",2007-02-01 11:17:00,1.418,0.204,237.83,6,0,1,18
"679",2007-02-01 11:18:00,1.402,0.176,238.13,5.8,0,1,17
"680",2007-02-01 11:19:00,1.362,0.106,238.75,5.6,0,2,18
"681",2007-02-01 11:20:00,1.358,0.104,238.35,5.6,0,1,17
"682",2007-02-01 11:21:00,1.364,0.108,238.95,5.6,0,2,18
"683",2007-02-01 11:22:00,1.37,0.108,238.83,5.6,0,1,17
"684",2007-02-01 11:23:00,1.366,0.106,238.4,5.6,0,1,17
"685",2007-02-01 11:24:00,1.398,0.126,238.99,5.8,0,2,18
"686",2007-02-01 11:25:00,1.484,0.242,239.32,6.2,0,1,18
"687",2007-02-01 11:26:00,1.474,0.238,238.87,6.2,0,2,17
"688",2007-02-01 11:27:00,1.478,0.242,239.49,6.2,0,1,18
"689",2007-02-01 11:28:00,1.488,0.248,240.61,6.2,0,1,17
"690",2007-02-01 11:29:00,1.49,0.25,241.02,6.2,0,2,18
"691",2007-02-01 11:30:00,1.476,0.246,240.24,6.2,0,1,18
"692",2007-02-01 11:31:00,1.476,0.25,240.92,6.2,0,1,18
"693",2007-02-01 11:32:00,1.468,0.246,240.32,6.2,0,1,17
"694",2007-02-01 11:33:00,1.464,0.244,240.03,6.2,0,2,18
"695",2007-02-01 11:34:00,1.462,0.244,240.01,6,0,1,18
"696",2007-02-01 11:35:00,1.458,0.244,239.9,6,0,1,17
"697",2007-02-01 11:36:00,1.45,0.238,239.08,6,0,1,18
"698",2007-02-01 11:37:00,1.452,0.238,238.84,6,0,2,17
"699",2007-02-01 11:38:00,1.446,0.236,238.42,6,0,1,18
"700",2007-02-01 11:39:00,1.44,0.232,237.9,6,0,1,17
"701",2007-02-01 11:40:00,1.378,0.14,238.37,5.8,0,1,17
"702",2007-02-01 11:41:00,1.352,0.104,238.42,5.6,0,1,18
"703",2007-02-01 11:42:00,1.35,0.104,238.11,5.6,0,2,17
"704",2007-02-01 11:43:00,1.348,0.096,238.53,5.6,0,1,18
"705",2007-02-01 11:44:00,1.28,0,238.17,5.4,0,0,17
"706",2007-02-01 11:45:00,1.276,0,238.43,5.2,0,0,17
"707",2007-02-01 11:46:00,1.28,0,238.85,5.2,0,0,18
"708",2007-02-01 11:47:00,1.29,0,239.86,5.4,0,0,18
"709",2007-02-01 11:48:00,1.29,0,239.75,5.4,0,0,17
"710",2007-02-01 11:49:00,1.292,0,239.88,5.4,0,0,18
"711",2007-02-01 11:50:00,1.292,0,239.92,5.4,0,0,17
"712",2007-02-01 11:51:00,1.302,0,240.82,5.4,0,0,18
"713",2007-02-01 11:52:00,1.306,0,240.54,5.4,0,0,18
"714",2007-02-01 11:53:00,1.292,0,239.26,5.4,0,0,17
"715",2007-02-01 11:54:00,1.378,0.072,240.71,5.8,0,0,18
"716",2007-02-01 11:55:00,1.39,0.1,241.46,5.6,0,0,18
"717",2007-02-01 11:56:00,1.384,0.098,241.06,5.6,0,0,18
"718",2007-02-01 11:57:00,1.392,0.1,241.62,5.6,0,0,18
"719",2007-02-01 11:58:00,1.386,0.1,241.65,5.6,0,0,18
"720",2007-02-01 11:59:00,1.37,0.094,240.38,5.6,0,0,17
"721",2007-02-01 12:00:00,1.36,0.09,239.57,5.6,0,0,18
"722",2007-02-01 12:01:00,1.36,0.092,239.84,5.6,0,0,18
"723",2007-02-01 12:02:00,1.364,0.094,240.16,5.6,0,0,17
"724",2007-02-01 12:03:00,1.362,0.094,240.03,5.6,0,0,18
"725",2007-02-01 12:04:00,1.37,0.096,240.87,5.6,0,0,18
"726",2007-02-01 12:05:00,1.362,0.06,240.89,5.6,0,0,17
"727",2007-02-01 12:06:00,1.402,0.122,240.03,5.8,0,0,18
"728",2007-02-01 12:07:00,1.406,0.122,239.96,5.8,0,0,18
"729",2007-02-01 12:08:00,1.402,0.122,239.85,5.8,0,0,17
"730",2007-02-01 12:09:00,1.404,0.124,240.33,5.8,0,0,18
"731",2007-02-01 12:10:00,1.398,0.122,240.04,5.8,0,0,18
"732",2007-02-01 12:11:00,1.4,0.126,240.82,5.8,0,0,17
"733",2007-02-01 12:12:00,1.392,0.122,240.14,5.8,0,0,18
"734",2007-02-01 12:13:00,1.384,0.12,239.51,5.8,0,0,18
"735",2007-02-01 12:14:00,1.39,0.122,240.31,5.8,0,0,17
"736",2007-02-01 12:15:00,1.39,0.124,240.32,5.8,0,0,18
"737",2007-02-01 12:16:00,1.386,0.122,239.93,5.8,0,0,18
"738",2007-02-01 12:17:00,1.096,0.128,240.77,5,0,0,13
"739",2007-02-01 12:18:00,0.326,0.136,241.03,1.4,0,0,0
"740",2007-02-01 12:19:00,0.326,0.136,241.12,1.4,0,0,0
"741",2007-02-01 12:20:00,0.326,0.134,240.62,1.4,0,0,0
"742",2007-02-01 12:21:00,0.262,0.046,240.8,1.2,0,0,0
"743",2007-02-01 12:22:00,0.23,0,240.13,1,0,0,0
"744",2007-02-01 12:23:00,0.23,0,240.02,1,0,0,0
"745",2007-02-01 12:24:00,0.23,0,240.29,1,0,0,0
"746",2007-02-01 12:25:00,0.23,0,240.12,1,0,0,0
"747",2007-02-01 12:26:00,0.23,0,240.44,1,0,0,0
"748",2007-02-01 12:27:00,0.232,0,241.37,1,0,0,0
"749",2007-02-01 12:28:00,0.232,0,240.88,1,0,0,0
"750",2007-02-01 12:29:00,0.232,0,240.69,1,0,0,0
"751",2007-02-01 12:30:00,0.23,0,240.53,1,0,0,0
"752",2007-02-01 12:31:00,0.232,0,240.86,1,0,0,0
"753",2007-02-01 12:32:00,0.232,0,241.09,1,0,0,0
"754",2007-02-01 12:33:00,0.232,0,240.89,1,0,0,0
"755",2007-02-01 12:34:00,0.234,0,241.73,1,0,0,0
"756",2007-02-01 12:35:00,0.234,0,241.73,1,0,0,0
"757",2007-02-01 12:36:00,0.232,0,240.81,1,0,0,0
"758",2007-02-01 12:37:00,0.232,0,241.28,1,0,0,0
"759",2007-02-01 12:38:00,0.234,0,241.36,1,0,0,0
